车型,发动机类型,燃油类型,变速箱类型,排量(L),整备质量(kg),马力(hp),路况类型,交通状况,天气状况,环境温度(℃),驾驶风格,平均车速(km/h),车速波动,加速强度,刹车频率,定速巡航占比,海拔变化(m),胎压(bar),空调使用,乘客人数,行李重量(kg),纵向加速度均值(m/s²),纵向加速度标准差(m/s²),横向加速度均值(m/s²),横向加速度标准差(m/s²),急加速事件次数,急刹车事件次数,急变道事件次数,加减速切换频率(次/小时),怠速时间占比,大油门持续占比,加速度变化率均值(m/s³),百公里油耗(L)
MPV,自然吸气,汽油,CVT,3.3,1224.0,221.0,高速公路,缓行,雾天,20.5,激进,75.1,32.0,0.52,0.3,0.46,165.0,2.6,0,2,95.0,1.232,0.803,1.763,0.223,6,3,1,17.3,0.172,0.025,0.823,21.06
轿车,自然吸气,柴油,双离合,3.1,1377.0,336.0,山区公路,严重拥堵,雾天,-7.8,标准,95.0,11.7,0.34,0.56,0.5,363.0,2.5,0,3,98.0,1.822,0.415,0.498,0.185,4,2,1,4.8,0.228,0.114,1.327,24.0
跑车,插电混动,汽油,自动,3.2,2481.0,129.0,山区公路,拥堵,晴天,21.1,标准,111.6,24.6,0.7,0.78,0.66,88.0,2.2,0,1,93.0,2.197,0.15,0.148,0.152,2,2,1,15.4,0.051,0.032,0.759,25.0
MPV,混动,柴油,手动,2.1,1894.0,135.0,高速公路,畅通,雪天,39.5,标准,23.0,19.3,0.67,0.23,0.35,13.0,2.4,0,3,109.0,2.021,0.272,0.502,0.169,1,2,1,7.2,0.144,0.052,1.41,14.52
轿车,自然吸气,柴油,自动,2.4,2353.0,326.0,高速公路,拥堵,晴天,38.2,激进,71.0,34.7,0.79,0.17,0.59,247.0,2.4,0,1,15.0,3.381,1.092,1.34,0.49,2,6,3,10.0,0.142,0.161,1.125,25.0
皮卡,插电混动,柴油,CVT,3.0,1612.0,172.0,乡村公路,畅通,雨天,16.8,标准,42.6,25.1,0.76,0.29,0.14,297.0,2.8,1,2,73.0,0.674,0.679,0.937,0.137,3,2,1,9.2,0.056,0.044,0.408,16.73
皮卡,混动,柴油,CVT,1.6,2476.0,360.0,城市道路,严重拥堵,雾天,-0.9,标准,88.4,20.8,0.58,0.56,0.1,80.0,2.1,1,2,147.0,1.083,0.179,0.237,0.18,2,2,0,6.3,0.249,0.027,1.13,25.0
MPV,自然吸气,柴油,双离合,3.7,2477.0,185.0,乡村公路,严重拥堵,雾天,35.4,标准,70.1,34.3,0.76,0.57,0.54,341.0,3.0,0,4,153.0,1.465,0.626,0.377,0.235,3,3,1,13.9,0.176,0.047,1.343,25.0
跑车,混动,柴油,手动,1.6,1231.0,314.0,城市道路,拥堵,雪天,1.7,激进,61.6,7.0,0.83,0.46,0.58,33.0,2.2,1,2,17.0,3.48,0.361,0.215,0.676,1,2,3,7.8,0.098,0.115,2.229,25.0
轿车,混动,柴油,手动,3.3,1426.0,313.0,乡村公路,畅通,晴天,19.9,激进,88.0,5.5,0.12,0.21,0.35,367.0,2.9,1,4,10.0,0.707,0.299,1.49,0.454,3,6,0,17.0,0.179,0.036,1.095,14.19
SUV,混动,汽油,自动,2.0,2499.0,368.0,乡村公路,拥堵,雾天,22.5,激进,49.6,14.0,0.58,0.16,0.75,17.0,2.1,1,5,86.0,2.012,1.201,1.493,0.852,1,2,1,10.5,0.178,0.175,0.727,25.0
轿车,自然吸气,柴油,自动,1.4,1956.0,247.0,山区公路,畅通,晴天,-4.4,温和,22.5,40.0,0.24,0.79,0.57,39.0,2.8,1,2,183.0,1.192,0.393,0.319,0.092,1,0,0,7.4,0.263,0.06,0.832,18.19
皮卡,自然吸气,汽油,手动,1.1,1854.0,400.0,城市道路,缓行,雾天,-5.8,标准,41.9,31.9,0.6,0.75,0.57,314.0,2.3,1,1,29.0,0.873,0.295,0.259,0.096,2,0,1,13.4,0.208,0.001,1.731,25.0
皮卡,涡轮增压,汽油,手动,2.5,2093.0,394.0,城市道路,缓行,雾天,22.6,标准,25.4,34.4,0.74,0.5,0.25,477.0,2.8,0,3,36.0,1.268,0.181,0.256,0.578,3,1,1,12.2,0.163,0.014,1.079,25.0
皮卡,混动,柴油,手动,3.2,1325.0,174.0,城市道路,严重拥堵,晴天,30.3,激进,61.1,5.4,0.73,0.51,0.61,199.0,2.8,1,2,163.0,1.402,0.718,1.481,0.197,0,2,0,21.4,0.078,0.143,1.295,24.15
皮卡,插电混动,汽油,手动,3.1,2325.0,334.0,山区公路,缓行,雪天,2.2,温和,43.8,22.5,0.46,0.14,0.13,481.0,2.2,0,3,60.0,0.347,0.433,0.562,0.296,1,0,1,6.9,0.31,0.008,0.649,25.0
皮卡,混动,汽油,手动,1.5,1443.0,128.0,山区公路,畅通,晴天,37.9,温和,74.5,30.0,0.52,0.22,0.02,446.0,3.0,0,4,22.0,0.625,0.063,0.706,0.076,1,1,0,2.6,0.238,0.002,0.776,14.9
SUV,混动,汽油,CVT,1.9,1434.0,390.0,高速公路,缓行,雾天,38.7,激进,107.5,9.1,0.69,0.68,0.2,418.0,2.1,0,1,22.0,1.219,0.238,1.656,0.846,2,0,2,5.6,0.143,0.001,0.911,19.98
皮卡,自然吸气,汽油,CVT,2.5,1423.0,224.0,山区公路,缓行,雾天,39.4,标准,23.4,24.1,0.14,0.58,0.48,114.0,2.8,1,1,122.0,2.195,0.743,1.424,0.285,1,1,0,16.5,0.241,0.053,0.648,23.74
轿车,插电混动,柴油,自动,1.4,2344.0,153.0,山区公路,拥堵,雨天,10.2,激进,86.2,33.6,0.9,0.37,0.13,403.0,2.3,1,4,89.0,2.108,1.254,1.374,0.815,3,0,1,8.5,0.131,0.168,2.402,25.0
跑车,插电混动,柴油,双离合,2.6,1238.0,134.0,山区公路,严重拥堵,雾天,17.6,温和,67.2,35.5,0.46,0.35,0.39,438.0,2.3,0,2,176.0,0.821,0.314,0.273,0.24,1,0,0,5.7,0.224,0.029,0.883,21.38
皮卡,插电混动,汽油,双离合,1.9,1423.0,364.0,高速公路,畅通,雨天,13.5,标准,53.7,26.5,0.51,0.1,0.57,289.0,2.4,0,3,139.0,2.048,0.771,1.448,0.064,0,2,2,12.6,0.05,0.09,1.339,14.75
皮卡,混动,柴油,自动,1.8,2071.0,272.0,城市道路,缓行,雾天,19.7,温和,29.9,39.5,0.36,0.46,0.44,145.0,2.9,1,4,109.0,0.948,0.418,0.671,0.207,0,0,0,1.8,0.243,0.026,0.327,21.27
轿车,插电混动,汽油,双离合,1.2,2074.0,211.0,城市道路,严重拥堵,雪天,9.4,激进,36.9,27.5,0.35,0.65,0.08,294.0,2.2,1,3,158.0,3.03,1.204,1.388,0.354,1,1,1,17.4,0.094,0.069,1.506,25.0
跑车,混动,柴油,自动,3.8,1329.0,395.0,城市道路,畅通,雾天,13.4,温和,37.4,7.5,0.49,0.75,0.22,241.0,2.4,1,4,134.0,1.009,0.296,0.64,0.193,1,1,0,2.9,0.286,0.001,0.194,21.63
皮卡,自然吸气,柴油,自动,1.3,2202.0,105.0,乡村公路,畅通,晴天,7.9,温和,106.9,25.4,0.48,0.13,0.47,380.0,2.2,0,4,87.0,0.251,0.36,0.584,0.115,0,0,0,8.9,0.152,0.037,0.657,17.23
跑车,自然吸气,柴油,手动,3.0,1962.0,369.0,山区公路,缓行,雾天,9.3,标准,63.4,36.7,0.84,0.19,0.26,5.0,2.7,1,4,71.0,1.891,0.134,0.809,0.475,0,3,1,3.3,0.17,0.048,1.593,25.0
MPV,涡轮增压,柴油,手动,2.4,2126.0,263.0,山区公路,缓行,雪天,33.1,温和,24.9,24.7,0.11,0.79,0.22,347.0,2.9,0,3,187.0,0.518,0.107,0.644,0.184,0,0,0,2.5,0.335,0.06,0.16,23.97
SUV,自然吸气,汽油,双离合,3.6,2438.0,216.0,乡村公路,拥堵,晴天,27.8,标准,97.5,30.3,0.87,0.59,0.4,319.0,2.8,1,3,156.0,0.577,0.226,1.091,0.152,2,1,1,3.4,0.244,0.097,1.185,25.0
跑车,涡轮增压,柴油,双离合,1.6,1976.0,386.0,乡村公路,缓行,雪天,33.1,标准,74.9,13.9,0.79,0.67,0.48,157.0,2.4,0,5,149.0,2.063,0.598,0.689,0.523,2,2,3,16.1,0.171,0.033,0.453,25.0
SUV,插电混动,柴油,手动,2.2,2294.0,239.0,高速公路,畅通,雨天,19.8,标准,37.8,9.3,0.54,0.53,0.74,344.0,2.6,0,1,143.0,2.062,0.285,0.197,0.21,2,4,1,17.6,0.267,0.046,0.87,16.01
皮卡,涡轮增压,柴油,自动,2.9,1320.0,156.0,高速公路,拥堵,雪天,24.6,激进,100.5,29.4,0.73,0.32,0.58,213.0,2.9,1,2,115.0,3.154,0.288,1.638,0.555,2,0,0,22.4,0.108,0.079,0.947,24.57
皮卡,自然吸气,汽油,CVT,2.9,2178.0,147.0,乡村公路,缓行,雨天,6.3,标准,77.0,5.2,0.67,0.2,0.09,208.0,2.4,1,3,12.0,1.94,0.644,1.095,0.188,4,1,0,4.7,0.05,0.075,0.405,23.94
轿车,插电混动,柴油,自动,1.9,1432.0,243.0,乡村公路,畅通,雾天,32.2,温和,63.0,39.2,0.45,0.38,0.66,484.0,2.1,0,4,172.0,0.407,0.197,0.726,0.131,3,0,2,4.2,0.174,0.041,0.266,10.9
MPV,混动,柴油,CVT,3.9,1903.0,201.0,山区公路,缓行,雪天,-3.8,标准,99.1,12.7,0.64,0.66,0.45,270.0,2.6,0,5,79.0,1.304,0.483,0.949,0.351,2,0,0,7.0,0.201,0.092,1.496,23.33
MPV,涡轮增压,汽油,手动,1.3,2037.0,315.0,山区公路,缓行,雪天,3.3,激进,24.1,20.6,0.74,0.75,0.15,337.0,2.8,1,4,111.0,0.871,0.625,1.073,0.343,2,2,0,15.8,0.179,0.008,1.069,25.0
轿车,插电混动,柴油,CVT,1.5,1762.0,332.0,高速公路,拥堵,雪天,7.6,激进,87.1,37.2,0.75,0.72,0.22,49.0,2.4,0,4,168.0,3.289,1.245,0.232,0.287,7,1,1,7.1,0.084,0.097,1.293,20.82
SUV,自然吸气,柴油,自动,2.6,1875.0,215.0,城市道路,严重拥堵,晴天,-8.8,标准,106.8,22.9,0.8,0.67,0.29,252.0,2.6,1,5,129.0,0.91,0.899,1.318,0.122,6,2,0,5.0,0.049,0.053,0.967,25.0
MPV,涡轮增压,柴油,手动,3.8,2294.0,137.0,高速公路,拥堵,晴天,22.4,激进,63.0,31.2,0.52,0.68,0.58,227.0,2.0,0,1,195.0,0.518,0.947,1.383,0.186,4,5,1,20.1,0.121,0.059,0.714,25.0
皮卡,自然吸气,柴油,CVT,1.7,1924.0,344.0,高速公路,缓行,雾天,8.4,温和,40.2,35.8,0.36,0.72,0.22,313.0,2.9,0,4,17.0,0.909,0.249,0.419,0.163,1,0,1,8.2,0.185,0.057,0.726,20.49
皮卡,插电混动,柴油,CVT,3.8,1307.0,251.0,乡村公路,畅通,雨天,15.6,温和,33.8,27.7,0.83,0.2,0.65,218.0,2.5,1,5,173.0,1.174,0.38,0.328,0.183,0,0,2,8.3,0.067,0.042,0.589,15.82
MPV,自然吸气,汽油,双离合,3.7,2203.0,278.0,乡村公路,缓行,雾天,31.5,激进,67.0,28.3,0.39,0.28,0.72,188.0,2.0,0,1,174.0,1.629,1.061,1.598,0.673,2,0,3,13.7,0.157,0.175,0.929,25.0
SUV,自然吸气,柴油,CVT,2.9,1880.0,106.0,城市道路,缓行,晴天,22.6,温和,77.9,30.3,0.34,0.5,0.03,363.0,2.2,0,5,160.0,0.157,0.401,0.066,0.295,0,0,0,2.1,0.178,0.024,0.763,20.01
轿车,涡轮增压,柴油,手动,3.7,2242.0,262.0,乡村公路,拥堵,晴天,8.8,激进,42.3,18.0,0.31,0.15,0.7,191.0,2.3,0,1,22.0,2.636,0.908,0.217,0.192,5,2,0,7.9,0.152,0.055,1.601,24.1
MPV,自然吸气,汽油,CVT,3.3,2302.0,328.0,山区公路,缓行,雪天,30.0,温和,79.0,31.4,0.49,0.8,0.77,191.0,2.7,0,3,48.0,0.902,0.312,0.509,0.04,0,0,1,3.1,0.187,0.029,0.647,25.0
皮卡,插电混动,汽油,手动,2.4,1243.0,242.0,高速公路,拥堵,雪天,4.6,标准,92.5,11.4,0.19,0.51,0.79,195.0,2.6,1,5,56.0,1.553,0.459,1.098,0.256,1,2,2,10.4,0.231,0.033,1.362,17.61
SUV,涡轮增压,柴油,CVT,2.2,1747.0,263.0,城市道路,严重拥堵,雾天,13.6,激进,21.6,38.3,0.42,0.2,0.49,367.0,2.2,1,2,140.0,0.965,0.74,2.2,0.621,2,1,1,18.3,0.089,0.104,1.817,25.0
MPV,混动,柴油,CVT,1.8,2483.0,186.0,乡村公路,畅通,晴天,-9.6,温和,27.6,13.7,0.35,0.37,0.7,397.0,2.4,1,2,6.0,0.918,0.398,0.531,0.201,2,0,0,4.6,0.265,0.02,0.471,15.81
轿车,混动,汽油,双离合,1.2,1773.0,313.0,山区公路,缓行,雾天,5.0,标准,33.0,23.7,0.44,0.12,0.49,157.0,2.3,0,5,169.0,0.304,0.198,1.013,0.384,1,2,0,4.4,0.153,0.011,1.453,17.26
SUV,插电混动,汽油,自动,2.2,2197.0,397.0,城市道路,严重拥堵,雨天,-6.3,激进,51.6,30.2,0.29,0.52,0.11,146.0,2.5,0,4,42.0,3.376,1.018,1.676,0.353,5,1,0,19.7,0.144,0.084,2.518,25.0
跑车,插电混动,汽油,手动,2.5,2249.0,186.0,城市道路,畅通,雨天,32.1,激进,24.7,20.7,0.19,0.12,0.22,133.0,2.3,0,1,73.0,2.456,0.885,1.36,0.715,1,0,0,5.1,0.081,0.136,2.4,22.68
SUV,插电混动,汽油,双离合,2.5,1972.0,353.0,高速公路,缓行,雨天,27.9,温和,104.8,15.6,0.58,0.75,0.26,383.0,2.9,0,5,71.0,0.77,0.123,0.404,0.155,1,0,1,7.1,0.064,0.008,0.559,17.95
皮卡,涡轮增压,柴油,CVT,2.1,1214.0,204.0,高速公路,畅通,雪天,37.9,标准,79.8,22.8,0.17,0.69,0.69,339.0,2.1,1,3,36.0,1.659,0.3,0.582,0.279,1,1,1,10.7,0.226,0.096,1.393,17.11
跑车,涡轮增压,汽油,双离合,1.8,1347.0,257.0,城市道路,严重拥堵,晴天,11.0,温和,20.5,31.0,0.62,0.53,0.02,312.0,2.1,1,5,21.0,0.87,0.392,0.672,0.191,1,1,0,8.1,0.302,0.006,0.237,25.0
轿车,自然吸气,汽油,自动,3.4,1856.0,139.0,高速公路,拥堵,雪天,-3.2,激进,21.4,29.6,0.37,0.15,0.7,339.0,2.6,1,1,54.0,1.615,1.202,0.328,0.531,6,1,2,22.1,0.173,0.177,0.814,24.26
MPV,自然吸气,汽油,双离合,3.4,1265.0,254.0,高速公路,严重拥堵,雨天,28.9,温和,107.6,6.1,0.13,0.67,0.58,6.0,2.6,1,1,106.0,1.003,0.182,0.501,0.255,0,1,0,5.1,0.245,0.012,0.155,18.08
轿车,混动,柴油,自动,3.2,1373.0,369.0,山区公路,缓行,雨天,-5.4,标准,35.4,27.2,0.49,0.15,0.12,490.0,2.6,0,1,107.0,0.423,0.294,0.361,0.556,0,2,1,11.8,0.254,0.005,1.748,17.72
MPV,涡轮增压,汽油,CVT,3.9,1658.0,372.0,山区公路,畅通,雪天,26.2,激进,85.7,8.5,0.57,0.29,0.19,7.0,2.3,0,4,186.0,0.602,1.178,0.358,0.304,2,1,2,7.2,0.123,0.094,2.204,25.0
轿车,插电混动,柴油,自动,3.2,1513.0,186.0,城市道路,畅通,雾天,-1.9,标准,83.3,25.5,0.87,0.11,0.56,466.0,2.6,1,5,191.0,1.295,0.141,0.423,0.379,2,0,2,16.9,0.198,0.119,0.662,17.21
跑车,自然吸气,汽油,双离合,3.1,1682.0,354.0,山区公路,拥堵,晴天,0.6,温和,69.9,19.7,0.11,0.42,0.7,452.0,2.4,1,3,92.0,0.569,0.321,0.245,0.113,2,1,0,4.3,0.18,0.024,0.401,25.0
皮卡,涡轮增压,汽油,自动,2.0,1480.0,196.0,乡村公路,畅通,雾天,0.6,激进,115.3,6.1,0.14,0.67,0.03,197.0,2.4,0,5,21.0,1.653,0.815,1.733,0.431,1,2,1,25.1,0.147,0.156,2.376,21.99
跑车,混动,汽油,CVT,3.4,1316.0,142.0,乡村公路,严重拥堵,雪天,20.2,温和,49.4,35.1,0.38,0.58,0.2,460.0,2.6,0,2,142.0,0.401,0.418,0.509,0.051,1,0,1,2.2,0.175,0.06,0.871,23.4
皮卡,涡轮增压,柴油,双离合,1.4,2065.0,211.0,城市道路,缓行,雨天,37.1,激进,83.3,38.0,0.55,0.43,0.4,222.0,2.5,0,3,165.0,3.307,0.703,1.924,0.703,2,0,2,20.9,0.126,0.058,0.513,25.0
皮卡,插电混动,柴油,双离合,2.1,2436.0,301.0,山区公路,畅通,晴天,33.7,温和,94.7,11.8,0.4,0.42,0.41,399.0,2.2,1,1,174.0,1.103,0.397,0.365,0.083,1,0,0,8.9,0.258,0.01,0.258,20.18
皮卡,插电混动,汽油,自动,3.0,2267.0,147.0,高速公路,畅通,雾天,7.6,激进,39.1,14.9,0.61,0.48,0.21,75.0,2.7,1,3,3.0,1.425,0.562,1.384,0.432,4,1,1,8.5,0.131,0.01,1.092,21.21
跑车,插电混动,汽油,CVT,1.6,2379.0,212.0,高速公路,畅通,雾天,23.3,激进,21.8,5.8,0.87,0.79,0.74,30.0,2.4,1,3,105.0,2.277,1.177,1.464,0.184,2,2,1,5.8,0.151,0.043,1.929,22.56
MPV,涡轮增压,柴油,双离合,2.4,2377.0,286.0,城市道路,缓行,晴天,37.6,激进,72.3,34.5,0.5,0.28,0.08,377.0,2.9,1,3,94.0,2.602,1.017,0.958,0.889,4,4,2,13.7,0.166,0.138,0.823,25.0
皮卡,混动,柴油,双离合,2.7,2442.0,295.0,高速公路,拥堵,雨天,-5.4,激进,51.6,14.5,0.84,0.7,0.66,467.0,2.5,0,1,29.0,3.485,0.291,0.657,0.401,1,3,2,12.4,0.052,0.053,1.204,25.0
SUV,自然吸气,柴油,CVT,3.2,2130.0,106.0,高速公路,畅通,晴天,7.0,标准,53.1,11.7,0.17,0.7,0.39,269.0,2.3,1,4,191.0,2.244,0.531,0.169,0.354,1,0,1,10.9,0.121,0.018,1.7,19.01
SUV,涡轮增压,柴油,双离合,1.0,1628.0,150.0,高速公路,畅通,雪天,27.6,标准,46.8,17.8,0.15,0.59,0.04,180.0,2.9,1,4,128.0,0.636,0.255,0.496,0.139,1,2,2,4.1,0.121,0.072,1.599,15.54
轿车,插电混动,柴油,双离合,3.7,1976.0,297.0,山区公路,拥堵,雨天,19.9,标准,35.8,31.0,0.46,0.76,0.13,444.0,2.9,1,4,51.0,1.554,0.316,0.347,0.172,0,1,1,14.0,0.257,0.071,1.644,23.75
SUV,插电混动,汽油,手动,2.1,2192.0,398.0,城市道路,严重拥堵,雪天,16.4,标准,22.1,39.8,0.36,0.48,0.4,323.0,2.9,1,1,71.0,0.473,0.405,0.17,0.212,2,1,2,11.6,0.22,0.012,1.599,25.0
MPV,插电混动,汽油,CVT,1.6,1717.0,300.0,乡村公路,拥堵,晴天,29.0,激进,56.3,25.0,0.3,0.65,0.14,22.0,2.3,1,4,133.0,0.935,0.795,0.785,0.73,4,2,2,26.8,0.136,0.136,2.095,22.54
跑车,自然吸气,汽油,双离合,1.5,2184.0,284.0,高速公路,缓行,雨天,16.7,激进,46.8,22.2,0.51,0.27,0.59,418.0,2.7,1,3,150.0,1.004,1.319,0.946,0.638,2,2,3,24.4,0.096,0.145,1.613,25.0
MPV,混动,汽油,双离合,3.8,2335.0,202.0,乡村公路,严重拥堵,雪天,6.7,标准,61.0,15.3,0.33,0.25,0.59,112.0,2.2,1,2,2.0,1.027,0.671,0.604,0.312,1,2,3,13.0,0.191,0.108,0.822,25.0
SUV,插电混动,汽油,自动,3.3,2247.0,391.0,乡村公路,严重拥堵,雪天,39.8,标准,60.0,22.7,0.8,0.22,0.68,416.0,2.8,0,3,71.0,2.026,0.767,0.763,0.521,1,1,0,9.8,0.142,0.092,0.929,25.0
MPV,涡轮增压,汽油,CVT,1.0,1693.0,370.0,高速公路,严重拥堵,雾天,7.9,激进,28.0,21.3,0.36,0.39,0.7,256.0,2.1,1,3,102.0,0.82,0.706,1.205,0.657,3,2,1,19.7,0.176,0.096,1.819,25.0
跑车,混动,柴油,CVT,1.5,1899.0,149.0,高速公路,严重拥堵,雾天,1.1,激进,69.8,22.9,0.44,0.47,0.44,81.0,2.3,0,3,72.0,3.41,0.705,0.783,0.64,1,2,1,6.4,0.153,0.148,1.625,24.07
SUV,自然吸气,柴油,CVT,3.0,1684.0,381.0,乡村公路,拥堵,晴天,3.7,温和,42.0,15.5,0.16,0.77,0.15,246.0,2.9,1,5,135.0,0.551,0.436,0.193,0.279,1,1,0,8.6,0.16,0.0,0.292,22.31
跑车,涡轮增压,柴油,双离合,3.8,1558.0,285.0,高速公路,严重拥堵,晴天,-4.9,温和,109.7,5.6,0.11,0.1,0.63,279.0,2.9,0,4,104.0,0.878,0.237,0.328,0.202,1,1,0,2.6,0.203,0.01,0.189,21.72
MPV,插电混动,汽油,自动,1.7,1470.0,283.0,山区公路,缓行,雨天,39.9,标准,67.0,19.8,0.53,0.59,0.12,417.0,2.3,1,1,114.0,0.337,0.366,1.434,0.282,0,0,1,4.6,0.054,0.112,0.336,18.55
跑车,插电混动,柴油,双离合,2.2,1881.0,272.0,乡村公路,严重拥堵,雪天,38.0,激进,86.8,26.1,0.26,0.22,0.62,110.0,3.0,0,1,41.0,3.559,0.756,1.931,0.206,4,2,0,6.2,0.123,0.047,2.494,25.0
SUV,涡轮增压,汽油,CVT,1.9,1608.0,337.0,乡村公路,缓行,雾天,23.5,标准,24.4,13.5,0.79,0.45,0.17,271.0,2.0,1,5,7.0,1.506,0.483,0.473,0.488,2,0,1,5.9,0.264,0.017,0.923,23.17
轿车,插电混动,柴油,CVT,2.7,2209.0,302.0,高速公路,畅通,晴天,-2.3,温和,82.1,38.1,0.33,0.16,0.2,135.0,2.5,1,4,47.0,1.144,0.078,0.541,0.248,2,0,0,7.9,0.061,0.007,0.793,12.68
SUV,涡轮增压,汽油,CVT,1.9,1235.0,105.0,山区公路,缓行,雪天,10.5,温和,88.4,39.4,0.49,0.18,0.6,163.0,2.7,1,4,182.0,0.804,0.429,0.572,0.284,1,0,0,8.9,0.106,0.015,0.579,20.15
跑车,涡轮增压,柴油,双离合,3.0,2226.0,169.0,乡村公路,严重拥堵,晴天,0.7,标准,101.1,7.4,0.17,0.18,0.77,177.0,2.4,1,5,67.0,1.699,0.354,1.185,0.107,0,2,0,18.0,0.141,0.071,0.919,25.0
SUV,自然吸气,柴油,CVT,4.0,2432.0,101.0,山区公路,畅通,雨天,8.0,激进,25.9,24.5,0.36,0.55,0.03,55.0,2.6,0,4,9.0,2.257,1.298,2.136,0.754,4,2,1,10.9,0.103,0.033,1.561,25.0
MPV,自然吸气,汽油,手动,2.2,1530.0,346.0,城市道路,畅通,雾天,25.5,温和,104.6,8.8,0.8,0.32,0.19,173.0,2.2,1,5,66.0,0.792,0.163,0.216,0.225,0,2,0,1.8,0.317,0.03,0.841,19.88
轿车,插电混动,汽油,手动,1.1,1264.0,142.0,乡村公路,拥堵,雪天,14.7,激进,87.8,25.2,0.72,0.51,0.27,109.0,2.8,0,5,22.0,1.964,0.568,0.764,0.689,1,2,2,13.7,0.161,0.179,2.39,17.41
跑车,混动,柴油,自动,2.7,1854.0,363.0,山区公路,严重拥堵,雾天,33.8,标准,72.3,19.5,0.18,0.14,0.26,250.0,3.0,0,2,78.0,0.527,0.539,1.433,0.25,3,3,6,10.0,0.133,0.095,0.532,25.0
SUV,插电混动,柴油,双离合,1.5,1254.0,305.0,山区公路,严重拥堵,晴天,18.3,温和,32.9,15.0,0.46,0.61,0.3,15.0,2.3,0,3,172.0,0.369,0.218,0.527,0.165,2,0,1,5.0,0.332,0.034,0.517,16.92
SUV,插电混动,柴油,CVT,2.7,1857.0,204.0,城市道路,拥堵,晴天,27.6,温和,74.3,33.8,0.89,0.3,0.04,170.0,2.1,1,4,198.0,0.459,0.261,0.339,0.144,1,0,0,7.6,0.303,0.004,0.528,21.94
跑车,涡轮增压,汽油,CVT,3.3,1685.0,118.0,山区公路,严重拥堵,雾天,1.1,激进,45.2,25.7,0.45,0.38,0.05,46.0,2.4,1,4,62.0,2.866,0.476,1.191,0.123,1,0,1,14.6,0.037,0.159,0.785,25.0
MPV,混动,汽油,双离合,1.2,1977.0,304.0,山区公路,畅通,雪天,37.8,温和,69.9,27.6,0.7,0.51,0.29,473.0,2.4,0,4,9.0,1.111,0.131,0.709,0.132,3,2,0,4.0,0.233,0.013,0.806,20.23
SUV,混动,柴油,CVT,1.6,2319.0,226.0,城市道路,畅通,雨天,34.7,标准,87.1,12.4,0.39,0.61,0.1,458.0,2.8,0,4,79.0,1.523,0.617,1.385,0.082,6,1,1,16.1,0.135,0.015,0.385,20.5
轿车,涡轮增压,汽油,自动,1.6,2306.0,143.0,城市道路,缓行,雾天,8.0,激进,20.2,12.5,0.76,0.79,0.22,146.0,2.2,1,4,130.0,1.214,0.491,1.936,0.14,5,1,0,5.4,0.16,0.122,0.484,25.0
跑车,涡轮增压,柴油,双离合,1.8,2013.0,366.0,高速公路,缓行,雾天,34.0,温和,49.0,14.3,0.86,0.35,0.37,63.0,2.3,1,2,64.0,0.582,0.297,0.148,0.065,0,2,1,4.9,0.259,0.029,0.746,23.05
SUV,混动,柴油,双离合,2.3,1846.0,187.0,城市道路,拥堵,雾天,7.5,激进,21.8,22.7,0.68,0.22,0.36,360.0,2.3,0,3,8.0,1.196,0.612,0.583,0.32,3,2,6,13.9,0.079,0.141,0.592,24.41
跑车,插电混动,柴油,双离合,3.1,1894.0,123.0,乡村公路,严重拥堵,晴天,-3.3,温和,88.1,12.7,0.45,0.29,0.53,243.0,2.2,1,5,150.0,0.559,0.25,0.472,0.231,0,1,0,3.2,0.122,0.049,0.392,21.08
皮卡,涡轮增压,柴油,CVT,2.3,1776.0,367.0,城市道路,缓行,晴天,5.1,标准,65.1,29.8,0.8,0.17,0.17,95.0,2.5,0,1,73.0,1.815,0.179,1.254,0.596,1,0,0,5.9,0.134,0.067,1.774,24.62
MPV,涡轮增压,汽油,双离合,1.6,1981.0,114.0,山区公路,缓行,雨天,-7.4,激进,119.1,39.2,0.47,0.73,0.34,346.0,2.6,0,5,183.0,2.203,1.192,1.921,0.641,4,3,1,20.1,0.114,0.119,0.846,25.0
轿车,混动,汽油,双离合,2.5,1872.0,360.0,乡村公路,畅通,雨天,3.5,激进,28.5,5.1,0.4,0.17,0.29,63.0,2.5,1,1,4.0,0.716,0.18,0.98,0.9,2,1,0,22.4,0.137,0.14,1.296,17.47
MPV,自然吸气,柴油,双离合,2.8,1210.0,101.0,山区公路,缓行,雾天,1.9,激进,35.9,25.8,0.71,0.75,0.1,6.0,2.0,0,2,68.0,3.406,0.692,0.426,0.781,3,3,2,20.3,0.133,0.083,0.503,23.88
跑车,涡轮增压,汽油,CVT,2.0,1563.0,171.0,高速公路,严重拥堵,雾天,15.3,激进,70.8,21.8,0.82,0.79,0.02,234.0,2.7,1,2,196.0,3.067,0.713,2.021,0.627,1,1,0,16.2,0.049,0.069,2.294,25.0
SUV,混动,汽油,手动,1.5,1492.0,258.0,乡村公路,拥堵,雪天,36.3,温和,37.5,31.4,0.72,0.57,0.13,245.0,2.2,0,4,71.0,0.869,0.301,0.365,0.138,1,1,1,8.6,0.186,0.051,0.37,19.95
跑车,混动,柴油,自动,2.9,2024.0,191.0,高速公路,畅通,雾天,8.5,标准,117.4,33.3,0.84,0.75,0.05,358.0,2.1,0,3,149.0,0.689,0.208,1.289,0.189,3,1,1,15.6,0.258,0.034,0.978,23.21
